word,syl,freq,len,complexity,label
attitude,4,3.8e-05,8,0.2794117647058823,Medium
austerity,4,2.57e-06,9,0.640625,Hard
author,2,8.91e-05,6,0.258714596949891,Medium
authorities,4,4.27e-05,11,0.25065476190476194,Medium
authors,2,3.09e-05,7,0.2192028985507246,Easy
availability,6,1.35e-05,12,0.23253968253968252,Easy
avails,2,7.59e-08,6,0.55,Hard
avenger,3,1.23e-06,7,0.27083333333333337,Medium
aversion,3,1.78e-06,8,0.5,Hard
aviation,3,1.48e-05,8,0.30052083333333335,Medium
avoidance,4,3.47e-06,9,0.09375,Easy
awareness,4,2.75e-05,9,0.2249999999999999,Easy
axe,2,6.17e-06,3,0.19166666666666665,Easy
axes,2,2.57e-06,4,0.203125,Easy
axles,2,9.55e-07,5,0.3409090909090909,Medium
backdrop,2,3.8e-06,8,0.296875,Medium
background,2,5.89e-05,10,0.17226720647773275,Easy
backgrounds,2,6.17e-06,11,0.2753982843137254,Medium
backing,2,1.7e-05,7,0.2166666666666666,Easy
backsliding,3,1.7e-07,11,0.39372884570494865,Hard
bacteria,3,1.55e-05,8,0.28125,Medium
baldness,2,4.57e-07,8,0.2352941176470588,Easy
ball,1,0.00011,4,0.2058823529411764,Easy
ballooning,3,4.68e-07,10,0.3055555555555556,Medium
ban,1,3.55e-05,3,0.28125,Medium
banana,3,1e-05,6,0.2,Easy
band,1,8.32e-05,4,0.3055555555555556,Medium
banks,1,4.9e-05,5,0.1428571428571428,Easy
banners,2,3.98e-06,7,0.2083333333333333,Easy
banquet,2,3.89e-06,7,0.4305555555555556,Hard
bars,1,2.82e-05,4,0.1029411764705882,Easy
baseline,4,5.01e-06,8,0.3214285714285714,Medium
bases,2,1.51e-05,5,0.2763157894736842,Medium
basins,2,1.82e-06,6,0.2786764705882353,Medium
basis,2,6.46e-05,5,0.23114114235437763,Easy
basket,2,1.17e-05,6,0.12083333333333329,Easy
battle,2,8.71e-05,6,0.19377192982456135,Easy
bays,1,2.09e-06,4,0.2361111111111111,Easy
beach,1,8.32e-05,5,0.1785714285714285,Easy
beans,1,1.38e-05,5,0.1666666666666666,Easy
bear,1,5.13e-05,4,0.2307692307692307,Easy
beauty,3,5.62e-05,6,0.1511363636363636,Easy
bedroom,2,2.88e-05,7,0.15,Easy
beginning,3,0.0001,9,0.2269230769230769,Easy
behalf,2,2.63e-05,6,0.28756652661064425,Medium
behavior,3,4.9e-05,8,0.26235294117647057,Medium
behaviors,3,7.76e-06,9,0.15625,Easy
behavioural,5,2.09e-06,11,0.2142857142857143,Easy
being,1,0.000891,5,0.2142857142857143,Easy
bellows,2,1.17e-06,7,0.3472222222222222,Medium
beneficiary,5,2.34e-06,11,0.3,Medium
benefit,3,6.61e-05,7,0.2,Easy
benefits,3,6.92e-05,8,0.20490196078431372,Easy
bile,2,1.62e-06,4,0.4172077922077922,Hard
billows,2,2e-07,7,0.3382352941176471,Medium
binding,2,1.38e-05,7,0.3125,Medium
biodiversity,5,2.95e-06,12,0.37869029190623615,Hard
biology,3,1.66e-05,7,0.30422794117647056,Medium
birds,1,3.98e-05,5,0.18627450980392152,Easy
birth,1,5.89e-05,5,0.242829131652661,Easy
birthplace,3,2.34e-06,10,0.1578947368421052,Easy
blasphemers,3,7.24e-08,11,0.6,Hard
blast,1,2.09e-05,5,0.24342105263157895,Easy
bleeding,2,1.2e-05,8,0.1892361111111111,Easy
blessing,2,1.15e-05,8,0.11371527777777775,Easy
block,1,7.59e-05,5,0.125,Easy
blocs,1,4.79e-07,5,0.375,Hard
bloggers,2,5.75e-06,8,0.3,Medium
blogs,1,8.91e-06,5,0.3026315789473685,Medium
blood,1,0.000126,5,0.1922008547008547,Easy
blots,1,2e-07,5,0.5147058823529411,Hard
blotting,2,3.47e-07,8,0.4764492753623188,Hard
bluefin,2,2.45e-07,7,0.4151960784313726,Hard
boards,1,2.04e-05,6,0.20057870370370368,Easy
boasting,2,1.91e-06,8,0.21875,Easy
boats,1,1.78e-05,5,0.1477357609710551,Easy
boatswain,2,1.66e-07,9,0.65,Hard
bodies,2,4.9e-05,6,0.31980095068330355,Medium
body,2,0.000251,4,0.2356754356754356,Easy
boil,1,6.76e-06,4,0.3289473684210526,Medium
bomb,1,3.98e-05,4,0.25,Medium
bombs,1,1.41e-05,5,0.2624999999999999,Medium
bonds,1,1.86e-05,5,0.2142857142857143,Easy
bones,2,2.09e-05,5,0.20592948717948714,Easy
book,1,0.000269,4,0.16666666666666666,Easy
books,1,0.000141,5,0.2319444444444444,Easy
booty,2,3.89e-06,5,0.4,Hard
borders,2,1.82e-05,7,0.284375,Medium
bosom,2,1.12e-06,5,0.390625,Hard
bottom,2,6.92e-05,6,0.1388888888888889,Easy
boughs,1,2.4e-07,6,0.517156862745098,Hard
boundaries,3,1.78e-05,10,0.2578125,Medium
bow,1,2e-05,3,0.22628760128760125,Easy
bows,1,3.16e-06,4,0.1764705882352941,Easy
box,1,0.00011,3,0.2204861111111111,Easy
boycott,2,6.46e-06,7,0.1805555555555555,Easy
brain,1,8.71e-05,5,0.20366071428571422,Easy
brains,1,1.17e-05,6,0.1737616099071207,Easy
branch,1,3.8e-05,6,0.2916666666666666,Medium
branches,2,1.62e-05,8,0.2362861811391223,Easy
brass,1,1.12e-05,5,0.24827020202020203,Medium
breaches,2,2.24e-06,8,0.3665570175438596,Hard
bread,1,3.16e-05,5,0.15708324355383177,Easy
breadth,1,2.95e-06,7,0.3493983957219251,Hard
breakdown,2,1.26e-05,9,0.2825520833333333,Medium
breastplate,3,3.09e-07,11,0.43851073762838466,Hard
breather,2,1.05e-06,8,0.3392857142857143,Medium
breeding,2,1.2e-05,8,0.251984126984127,Medium
brickwork,2,5.13e-07,9,0.3529411764705882,Hard
bride,2,1.2e-05,5,0.2647058823529411,Medium
bridegroom,3,5.75e-07,10,0.4333333333333333,Hard
bridge,2,5.89e-05,6,0.1964285714285714,Easy
briefly,2,1.66e-05,7,0.3055555555555556,Medium
brightness,2,3.72e-06,10,0.368421052631579,Hard
broadcasters,3,3.02e-06,12,0.29256965944272445,Medium
bronze,2,1.58e-05,6,0.25939849624060146,Medium
brook,1,5.5e-06,5,0.4453125,Hard
brother,2,0.000129,7,0.1545955882352941,Easy
brothers,2,4.9e-05,8,0.06666666666666664,Easy
buckler,2,2.51e-07,7,0.4861111111111111,Hard
bud,1,1.2e-05,3,0.38098418394471023,Hard
budget,2,6.61e-05,6,0.23602941176470585,Easy
buds,1,4.27e-06,4,0.368421052631579,Hard
builders,2,6.31e-06,8,0.3333333333333333,Medium
building,2,0.000195,8,0.1666666666666666,Easy
bulb,1,4.57e-06,4,0.175,Easy
bull,1,2.19e-05,4,0.15714285714285714,Easy
bundles,2,3.31e-06,7,0.2692307692307693,Medium
burden,2,1.7e-05,6,0.25931372549019605,Medium
bureaucracies,5,3.55e-07,13,0.467391304347826,Hard
bureaucracy,5,3.55e-06,11,0.2321428571428571,Easy
burst,1,1.41e-05,5,0.1944444444444444,Easy
business,3,0.000363,8,0.18921568627450974,Easy
businesses,4,4.57e-05,10,0.1764705882352941,Easy
cm,1,1.86e-05,2,0.5657894736842105,Hard
cadmium,2,7.08e-07,7,0.5707894736842105,Hard
caffeine,3,4.68e-06,8,0.1666666666666666,Easy
cakes,2,7.08e-06,5,0.19618055555555555,Easy
caldron,2,5.75e-08,7,0.4480487620772947,Hard
calves,2,2.09e-06,6,0.2115384615384615,Easy
camera,3,7.41e-05,6,0.25,Medium
camp,1,6.17e-05,4,0.1842105263157895,Easy
camps,1,1.55e-05,5,0.21875,Easy
cancer,2,8.51e-05,6,0.24347826086956526,Easy
cancers,2,3.98e-06,7,0.2205882352941176,Easy
candidate,4,4.57e-05,9,0.2141123188405797,Easy
candidates,4,3.63e-05,10,0.1111111111111111,Easy
candles,2,6.61e-06,7,0.1842105263157895,Easy
capacity,4,5.13e-05,8,0.24386655011655006,Easy
capsule,3,5.01e-06,7,0.4,Hard
captains,2,4.17e-06,8,0.234375,Easy
captive,3,5.01e-06,7,0.2647058823529411,Medium
captivity,4,3.63e-06,9,0.27941176470588236,Medium
carbon,2,3.55e-05,6,0.25,Medium
carcass,2,1.62e-06,7,0.3200980392156862,Medium
carcinogens,4,4.57e-07,11,0.453125,Hard
carcinoma,4,1.41e-06,9,0.5166666666666667,Hard
card,1,0.00011,4,0.140625,Easy
cardiomyopathy,5,4.57e-07,14,0.8,Hard
career,2,0.000117,6,0.2142857142857143,Easy
cargos,2,1.15e-07,6,0.3375,Medium
carotids,3,1.95e-08,8,0.6785714285714286,Hard
carpenters,3,1.15e-06,10,0.1911764705882352,Easy
cars,1,7.76e-05,4,0.1964285714285714,Easy
cartilage,4,1.82e-06,9,0.3282894736842105,Medium
cartography,4,4.68e-07,11,0.40625,Hard
cascade,3,2.95e-06,7,0.5414663461538461,Hard
cascades,3,9.77e-07,8,0.45743034055727555,Hard
case,2,0.000355,4,0.24550653594771238,Medium
cases,2,0.00011,5,0.2318765664160401,Easy
catalepsy,4,3.39e-08,9,0.8333333333333333,Hard
cataract,3,9.33e-07,8,0.4,Hard
cataracts,3,6.17e-07,9,0.4642857142857143,Hard
catastrophes,4,5.89e-07,12,0.3877450980392157,Hard
cattle,2,1.41e-05,6,0.2,Easy
causation,3,1.26e-06,9,0.59375,Hard
cause,2,0.000224,5,0.18298402255639096,Easy
causes,2,4.27e-05,6,0.2511695906432749,Medium
cave,2,1.58e-05,4,0.2227941176470588,Easy
cedar,2,5.75e-06,5,0.27554179566563464,Medium
cedars,2,6.76e-07,6,0.3091269841269841,Medium
ceilings,2,2.82e-06,8,0.1764705882352941,Easy
cell,1,7.41e-05,4,0.244359796550199,Easy
cellars,2,1e-06,7,0.475,Hard
cellulose,4,1.17e-06,9,0.453125,Hard
centres,2,1.26e-05,7,0.390625,Hard
centurion,3,1.12e-06,9,0.475462962962963,Hard
century,3,0.000105,7,0.2166666666666666,Easy
cerebellar,4,2.95e-07,10,0.5853313840155945,Hard
cerebellum,4,4.68e-07,10,0.5849681020733652,Hard
cessation,3,1.78e-06,9,0.5192307692307693,Hard
chaff,1,5.62e-07,5,0.5263157894736842,Hard
chain,1,4.47e-05,5,0.275,Medium
chains,1,1.29e-05,6,0.2421875,Easy
chairperson,3,1.41e-06,11,0.35107655502392343,Hard
challenge,3,7.59e-05,9,0.16985294117647057,Easy
challenges,3,3.09e-05,10,0.27891399694889396,Medium
channel,2,7.08e-05,7,0.25833333333333336,Medium
chaperones,4,2.57e-07,10,0.5422794117647058,Hard
chapter,2,4.47e-05,7,0.28125,Medium
chapters,2,1.26e-05,8,0.2916666666666666,Medium
characteristics,5,1.91e-05,15,0.25,Medium
charge,2,0.000105,6,0.1388888888888889,Easy
chariot,2,1.95e-06,7,0.275,Medium
chariots,2,7.59e-07,8,0.26235294117647057,Medium
charity,3,2.82e-05,7,0.3874999999999999,Hard
checkpoint,2,2.45e-06,10,0.1428571428571428,Easy
checkpoints,2,1.35e-06,11,0.2,Easy
cheek,1,9.12e-06,5,0.171875,Easy
chemical,3,3.72e-05,8,0.2605475040257649,Medium
chemistry,3,2.24e-05,9,0.3157894736842105,Medium
cherub,2,3.89e-07,6,0.6111111111111112,Hard
cherubim,3,1.58e-07,8,0.6485810113519092,Hard
chick,1,1.2e-05,5,0.28125,Medium
chicken,2,4.27e-05,7,0.25,Medium
chiefs,1,1.17e-05,6,0.0999999999999999,Easy
chieftain,2,7.59e-07,9,0.4833333333333333,Hard
child,1,0.0002,5,0.21666666666666667,Easy
childcare,3,2.51e-06,9,0.25,Medium
chips,1,1.62e-05,5,0.3095238095238095,Medium
choice,2,0.00012,6,0.1875,Easy
cholesterol,4,5.25e-06,11,0.3,Medium
chow,1,2.69e-06,4,0.31088235294117644,Medium
chromosomes,4,2.04e-06,11,0.5,Hard
church,1,0.000145,6,0.21875,Easy
circuitry,3,1.17e-06,9,0.5,Hard
circumcision,4,1.62e-06,12,0.31900871459694985,Medium
circumstances,4,3.89e-05,13,0.359375,Hard
cistern,2,4.9e-07,7,0.5138888888888888,Hard
citadel,3,2.14e-06,7,0.4138071895424837,Hard
cities,2,6.92e-05,6,0.1723809523809523,Easy
city,2,0.000407,4,0.18398705096073514,Easy
clamor,2,4.17e-07,6,0.4499999999999999,Hard
clarification,5,3.47e-06,13,0.2647058823529411,Medium
clarifications,5,3.55e-07,14,0.3036344537815126,Medium
clashes,2,3.39e-06,7,0.3450593395252837,Medium
classification,5,1.51e-05,14,0.1958333333333333,Easy
classifications,5,1.51e-06,15,0.35,Hard
clay,1,1.95e-05,4,0.15277777777777773,Easy
cleanness,2,7.59e-08,9,0.2833333333333333,Medium
clearance,3,9.12e-06,9,0.28067210567210565,Medium
clinicians,3,1.86e-06,10,0.3125,Medium
clip,1,1.82e-05,4,0.2249999999999999,Easy
clods,1,1e-07,5,0.5870098039215687,Hard
clones,2,2.51e-06,6,0.33697916666666666,Medium
clot,1,1.55e-06,4,0.425,Hard
cloth,1,1.07e-05,5,0.1059941520467836,Easy
clothing,2,2.95e-05,8,0.24233405483405485,Easy
cloud,1,2.88e-05,5,0.18819901315789472,Easy
clouds,1,1.45e-05,6,0.13611111111111104,Easy
clues,1,6.61e-06,5,0.2624999999999999,Medium
cluster,2,9.77e-06,7,0.25,Medium
clustering,3,1.07e-06,10,0.42110100619195046,Hard
clusters,2,4.79e-06,8,0.3676470588235294,Hard
coagulation,4,4.9e-07,11,0.5450436753648827,Hard
coals,1,9.55e-07,5,0.2205882352941176,Easy
coastlines,3,4.17e-07,10,0.35,Hard
coat,1,2.29e-05,4,0.2359943977591036,Easy
cobalt,2,2.34e-06,6,0.421875,Hard
cocaine,3,9.55e-06,7,0.3088235294117647,Medium
coffer,2,1.51e-07,6,0.5125,Hard
cohorts,2,1.02e-06,7,0.3890376984126984,Hard
collaboration,5,1.91e-05,13,0.2333333333333333,Easy
collage,3,2.24e-06,7,0.4117647058823529,Hard
collagen,3,1.78e-06,8,0.4407407407407408,Hard
collateral,4,4.57e-06,10,0.2941176470588235,Medium
colleague,3,9.55e-06,9,0.25574346405228754,Medium
collection,3,9.12e-05,10,0.0999999999999999,Easy
collector,3,8.13e-06,9,0.2916666666666666,Medium
colonialism,4,2.14e-06,11,0.4852941176470589,Hard
colony,3,1.32e-05,6,0.3280701754385965,Medium
color,2,8.13e-05,5,0.14293981481481477,Easy
colts,1,4.07e-06,5,0.3888888888888888,Hard
column,2,2.14e-05,6,0.3700980392156862,Hard
combination,4,4.07e-05,11,0.23903985507246375,Easy
comfort,2,2.57e-05,7,0.171875,Easy
comforters,3,1.29e-07,10,0.29166666666666663,Medium
command,2,5.01e-05,7,0.14404761904761904,Easy
commandment,3,1.48e-06,11,0.2809210526315789,Medium
commandments,3,2.51e-06,12,0.2875,Medium
commemoration,5,1.95e-06,13,0.4444444444444444,Hard
comment,2,7.59e-05,7,0.135922619047619,Easy
commentators,4,5.13e-06,12,0.375,Hard
commitment,3,2.69e-05,10,0.3152173913043478,Medium
commitments,3,6.17e-06,11,0.2560763888888889,Medium
committees,3,8.51e-06,10,0.2552083333333333,Medium
commonplace,4,2.57e-06,11,0.2222222222222222,Easy
communities,4,5.13e-05,11,0.2236842105263157,Easy
companies,3,0.000151,9,0.13532986111111106,Easy
company,3,0.000398,7,0.24975633528265107,Medium
comparison,4,3.24e-05,10,0.1111111111111111,Easy
comparisons,4,6.17e-06,11,0.1607142857142857,Easy
compartment,3,4.37e-06,11,0.3333333333333333,Medium
compartments,3,1.74e-06,12,0.35,Hard
compassion,3,8.91e-06,10,0.2666666666666667,Medium
competences,4,3.39e-07,11,0.32528011204481794,Medium
competition,4,8.13e-05,11,0.234375,Easy
competitiveness,6,2.82e-06,15,0.28198412698412695,Medium
complainants,3,5.62e-07,12,0.328125,Medium
complex,2,7.24e-05,7,0.3119047619047619,Medium
complexes,3,3.31e-06,9,0.4278419384057971,Hard
complexity,4,1.05e-05,10,0.175,Easy
compliance,3,1.48e-05,10,0.3538011695906432,Hard
component,3,2.09e-05,9,0.3333333333333333,Medium
components,3,2.75e-05,10,0.1388888888888889,Easy
compounds,2,9.77e-06,9,0.375,Hard
compromise,4,1.41e-05,10,0.2677432216905901,Medium
compromises,4,1.91e-06,11,0.25,Medium
conceit,2,6.61e-07,7,0.5,Hard
concentration,4,1.86e-05,13,0.3354700854700855,Medium
concentrations,4,5.75e-06,14,0.30357142857142855,Medium
concept,2,5.89e-05,7,0.24054621848739494,Easy
concern,2,4.57e-05,7,0.19403594771241828,Easy
conclusion,3,2.51e-05,10,0.17666666666666664,Easy
conclusions,3,1e-05,11,0.3125,Medium
concubine,4,6.61e-07,9,0.5066137566137566,Hard
concubines,4,3.72e-07,10,0.375,Hard
condemnation,4,3.31e-06,12,0.37270585317460314,Hard
condensation,4,1.32e-06,12,0.49436090225563906,Hard
condition,3,7.24e-05,9,0.203125,Easy
conditions,3,9.55e-05,10,0.21872807017543855,Easy
condolence,4,6.03e-07,10,0.2647058823529411,Medium
condolences,4,3.8e-06,11,0.246114417989418,Medium
cone,2,6.76e-06,4,0.3529411764705882,Hard
confidence,4,4.47e-05,10,0.18748259537733217,Easy
conflict,2,4.37e-05,8,0.24572649572649571,Medium
conformation,4,7.08e-07,12,0.45,Hard
conformity,4,1.58e-06,10,0.4078947368421053,Hard
confrontations,4,9.12e-07,14,0.2763157894736842,Medium
congregation,4,6.61e-06,12,0.375,Hard
connection,3,5.75e-05,10,0.203125,Easy
connectivity,5,3.63e-06,12,0.40441176470588236,Hard
consecration,4,7.59e-07,12,0.4705882352941176,Hard
consent,2,2.29e-05,7,0.125,Easy
consequence,4,1.17e-05,11,0.2941176470588235,Medium
consequences,4,2.95e-05,12,0.2578125,Medium
consideration,5,1.91e-05,13,0.265625,Medium
consistency,4,9.77e-06,11,0.1875,Easy
consolidation,5,5.13e-06,13,0.3333333333333333,Medium
constituency,4,4.9e-06,12,0.425,Hard
constituent,3,3.8e-06,11,0.4464285714285714,Hard
constituents,3,5.37e-06,12,0.4,Hard
constitutions,4,1.07e-06,13,0.2638888888888888,Medium
constraints,2,6.31e-06,11,0.275,Medium
constriction,3,3.72e-07,12,0.5,Hard
construction,3,9.33e-05,12,0.2166666666666666,Easy
constructs,2,1.86e-06,10,0.37878787878787873,Hard
consultation,4,1.05e-05,12,0.1944444444444444,Easy
consultations,4,2.45e-06,13,0.33417874396135266,Medium
consumer,3,3.63e-05,8,0.25,Medium
contact,2,9.77e-05,7,0.26754493464052287,Medium
contemplation,4,1.41e-06,13,0.4868421052631578,Hard
content,2,0.0001,7,0.30196078431372547,Medium
context,2,4.27e-05,7,0.24625,Medium
continuation,4,5.13e-06,12,0.3199013157894737,Medium
continuity,4,5.89e-06,10,0.359375,Hard
contractor,3,1.2e-05,10,0.3289473684210526,Medium
contractors,3,1.02e-05,11,0.2875,Medium
contrast,2,2.88e-05,8,0.301786191749427,Medium
contribution,4,2.19e-05,12,0.2971848739495798,Medium
controversies,4,2.51e-06,13,0.35,Hard
conventions,3,6.03e-06,11,0.4210526315789473,Hard
conversion,3,1.74e-05,10,0.34411764705882353,Medium
converter,3,2.57e-06,9,0.390625,Hard
convocation,4,7.76e-07,11,0.5926339285714286,Hard
cooperation,4,2e-05,11,0.2612280701754386,Medium
coordination,4,7.94e-06,12,0.1875,Easy
coordinators,4,9.33e-07,12,0.25,Medium
copies,2,2.69e-05,6,0.2647058823529411,Medium
cord,1,9.55e-06,4,0.2472141030325173,Medium
cords,1,2.24e-06,5,0.3249999999999999,Medium
core,2,5.37e-05,4,0.28125,Medium
cormorant,3,2.19e-07,9,0.6527777777777778,Hard
corneal,2,6.46e-07,7,0.5178571428571429,Hard
cornerstone,4,2.45e-06,11,0.4117647058823529,Hard
corruption,3,2.24e-05,10,0.2638888888888888,Medium
cost,1,0.000174,4,0.13888888888888884,Easy
councillor,3,4.9e-06,10,0.25,Medium
councils,2,8.71e-06,8,0.2368421052631579,Easy
counsel,2,1.45e-05,7,0.30265737874097004,Medium
counselor,3,6.17e-06,9,0.3392857142857143,Medium
count,1,6.76e-05,5,0.2777777777777778,Medium
counterbalance,5,5.5e-07,14,0.4027777777777778,Hard
countries,2,0.000135,9,0.16612278244631185,Easy
country,2,0.000302,7,0.2093567251461988,Easy
counts,1,1.91e-05,6,0.2083333333333333,Easy
coupling,2,2.95e-06,8,0.3666666666666667,Hard
couplings,2,4.47e-07,9,0.5,Hard
courage,3,2.09e-05,7,0.20636574074074074,Easy
couriers,2,6.76e-07,8,0.5138888888888888,Hard
course,2,0.000275,6,0.19428571428571428,Easy
courses,2,2.88e-05,7,0.2885912698412698,Medium
courts,1,2.88e-05,6,0.24553571428571425,Medium
covenant,3,5.37e-06,8,0.3921081111870586,Hard
covenants,3,9.77e-07,9,0.3885416666666667,Hard
creation,2,3.63e-05,8,0.20974538533362058,Easy
creature,3,1.45e-05,8,0.2166666666666666,Easy
creatures,3,1.62e-05,9,0.1785714285714285,Easy
credibility,5,7.59e-06,11,0.375,Hard
crises,2,3.72e-06,6,0.2794117647058823,Medium
criteria,3,1.62e-05,8,0.31726190476190474,Medium
criticisms,3,4.57e-06,10,0.2857142857142857,Medium
crop,1,1.41e-05,4,0.09722222222222215,Easy
cross,1,0.0001,5,0.28854166666666664,Medium
crossings,2,2.88e-06,9,0.238095238095238,Easy
crown,1,3.63e-05,5,0.09191176470588235,Easy
crystal,2,2.51e-05,7,0.1875,Easy
crystallization,5,4.37e-07,15,0.46875,Hard
cubit,2,1.17e-07,5,0.631578947368421,Hard
culmination,4,1.82e-06,11,0.3088235294117647,Medium
cultivation,4,4.27e-06,11,0.35,Hard
culture,3,0.000107,7,0.18472222222222218,Easy
cultures,3,1.58e-05,8,0.25,Medium
culturing,3,1.62e-07,9,0.4166666666666666,Hard
currencies,3,4.17e-06,10,0.287828947368421,Medium
currency,3,2.34e-05,8,0.2019230769230769,Easy
curse,2,1.17e-05,5,0.19218749999999996,Easy
cursing,2,2.04e-06,7,0.2666666666666667,Medium
custody,3,1.66e-05,7,0.20357142857142854,Easy
custom,2,2.69e-05,6,0.2394957983193277,Easy
customs,2,1.55e-05,7,0.1764705882352941,Easy
cutters,2,1.91e-06,7,0.2678571428571429,Medium
cyan,1,5.13e-07,4,0.4499999999999999,Hard
cycle,2,3.98e-05,5,0.25354166666666667,Medium
cyclist,2,3.8e-06,7,0.3874999999999999,Hard
cyclone,3,3.24e-06,7,0.296875,Medium
cytoplasm,3,5.89e-07,9,0.49267942583732055,Hard
dainties,2,2.69e-08,8,0.5597848788638262,Hard
dairy,2,1.23e-05,5,0.1428571428571428,Easy
damage,3,7.94e-05,6,0.1695924908424908,Easy
dams,1,3.31e-06,4,0.35,Hard
dances,2,6.17e-06,6,0.15625,Easy
data,2,0.000219,4,0.19614379084967318,Easy
databases,4,4.17e-06,9,0.3645833333333333,Hard
date,2,0.000166,4,0.19847953216374264,Easy
daughters,2,1.91e-05,9,0.20098214285714286,Easy
daybreak,2,1.07e-06,8,0.375,Hard
daylight,2,6.92e-06,8,0.025,Easy
days,1,0.000407,4,0.13166666666666665,Easy
deadline,3,1.32e-05,8,0.21241830065359474,Easy
deadlines,3,2.4e-06,9,0.25,Medium
deafness,2,7.94e-07,8,0.2970394736842105,Medium
deal,1,0.000209,4,0.075,Easy
deals,1,3.89e-05,5,0.3088235294117647,Medium
death,1,0.000251,5,0.17622549019607842,Easy
deaths,1,3.39e-05,6,0.19444444444444442,Easy
debits,2,2.51e-07,6,0.34375,Medium
debtor,2,1.2e-06,6,0.3409090909090909,Medium
debts,1,9.77e-06,5,0.3194444444444444,Medium
decades,3,3.8e-05,7,0.15931372549019604,Easy
deceit,2,1.74e-06,6,0.3977272727272727,Hard
deceitfulness,4,5.62e-08,13,0.42647058823529405,Hard
deceits,2,7.59e-08,7,0.25,Medium
declarations,4,1.7e-06,12,0.35277777777777775,Hard
decommissioning,5,6.92e-07,15,0.5441176470588235,Hard
decrease,3,1.48e-05,8,0.2368421052631579,Easy
decreases,3,4.27e-06,9,0.2976190476190476,Medium
deduction,3,2.88e-06,9,0.265625,Medium
deeds,1,6.17e-06,5,0.225,Easy
defect,2,4.79e-06,6,0.3454861111111111,Medium
defender,3,1.29e-05,8,0.2794117647058823,Medium
defense,3,8.51e-05,7,0.2473739495798319,Medium
deficit,3,1.15e-05,7,0.4,Hard
deficits,3,3.16e-06,8,0.32289317042606513,Medium
deforestation,5,1.58e-06,13,0.29605263157894735,Medium
degeneration,5,1.32e-06,12,0.33308685316231756,Medium
degradation,4,3.98e-06,11,0.34375,Medium
degree,2,8.71e-05,6,0.29483016983016985,Medium
degrees,2,3.47e-05,7,0.2202380952380952,Easy
del,1,2.09e-05,3,0.4821428571428571,Hard
delay,2,2.51e-05,5,0.1888888888888888,Easy
delegation,4,8.32e-06,10,0.3472222222222222,Medium
delegations,4,1.23e-06,11,0.37197712418300644,Hard
deliberation,5,1.15e-06,12,0.40625,Hard
delight,2,9.33e-06,7,0.1625,Easy
dell,1,4.68e-06,4,0.5833333333333334,Hard
dementia,3,5.75e-06,8,0.3166666666666666,Medium
democracies,4,1.82e-06,11,0.40625,Hard
democracy,4,3.24e-05,9,0.24241854636591476,Easy
demons,2,1e-05,6,0.15277777777777773,Easy
dens,1,7.08e-07,4,0.203125,Easy
densities,3,1.2e-06,9,0.3611111111111111,Hard
dependence,4,4.57e-06,10,0.27328431372549017,Medium
depletion,3,1.38e-06,9,0.33256944444444436,Medium
deposition,4,3.24e-06,10,0.4615384615384615,Hard
deposits,3,1e-05,8,0.296875,Medium
deputy,3,3.55e-05,6,0.3666666666666667,Hard
derangement,4,3.72e-07,11,0.5357142857142857,Hard
deregulation,5,1.48e-06,12,0.5,Hard
derivatives,5,4.37e-06,11,0.474640522875817,Hard
dermis,2,2.57e-07,6,0.44711538461538464,Hard
descendants,3,5.13e-06,11,0.2249999999999999,Easy
desert,2,2.51e-05,6,0.1458333333333333,Easy
designations,4,1.1e-06,12,0.390625,Hard
desires,3,1.02e-05,7,0.23511904761904753,Easy
destinations,4,6.76e-06,12,0.3571428571428571,Hard
destruction,3,2.29e-05,11,0.24140625,Easy
detail,2,3.72e-05,6,0.24735449735449733,Medium
details,2,8.13e-05,7,0.0375,Easy
detention,3,9.12e-06,9,0.296875,Medium
detentions,3,3.16e-07,10,0.296875,Medium
detergents,3,5.37e-07,10,0.2857142857142857,Medium
deterioration,5,2.69e-06,13,0.40625,Hard
determinants,4,8.13e-07,12,0.4306769374416433,Hard
determination,5,1.45e-05,13,0.29820261437908496,Medium
determinations,5,6.17e-07,14,0.27604166666666663,Medium
deterrence,4,9.77e-07,10,0.4027777777777778,Hard
devastation,4,2.19e-06,11,0.2666666666666667,Medium
developments,4,1.66e-05,12,0.265625,Medium
devices,3,3.89e-05,7,0.2,Easy
dialogue,3,1.95e-05,8,0.26666666666666666,Medium
dialogues,3,1.66e-06,9,0.29345238095238096,Medium
diaphragm,2,1.23e-06,9,0.2941176470588235,Medium
diaphragmatic,4,9.77e-08,13,0.5892857142857143,Hard
diet,1,3.72e-05,4,0.2,Easy
diets,1,4.57e-06,5,0.1346153846153846,Easy
difference,4,0.000102,10,0.2384689330277565,Easy
differentiation,5,3.09e-06,15,0.3852064618951029,Hard
difficulties,4,1.62e-05,12,0.19444444444444445,Easy
difficulty,4,2.14e-05,10,0.2249999999999999,Easy
dignity,3,1.05e-05,7,0.15,Easy
dimension,3,1.05e-05,9,0.3333333333333333,Medium
diminution,4,2.51e-07,10,0.6607142857142857,Hard
dips,1,2e-06,4,0.3055555555555556,Medium
disarmament,4,1.48e-06,11,0.5,Hard
disassembly,4,3.31e-07,11,0.2763157894736842,Medium
disaster,3,2.45e-05,8,0.27817460317460313,Medium
disbursement,4,5.13e-07,12,0.4473684210526315,Hard
